Genes	Proteins	N duplicates	Score	Raw DMSO	Raw 3nM	Raw 10nM	Raw 30nM	Raw 100nM	Raw 300nM	Raw 1000nM	Raw 3000nM	Raw 30000nM	Peptides	Name	Imputation N	Imputation Position	Ratio DMSO	Ratio 3nM	Ratio 10nM	Ratio 30nM	Ratio 100nM	Ratio 300nM	Ratio 1000nM	Ratio 3000nM	Ratio 30000nM	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
DHCR7	Q9UBM7	1	105.27	35927000	28043000	36810000	26938000	26711000	29807000	31027000	31230000	23960000	9	DHCR7	0		1.0	0.7805550143346229	1.024577615720767	0.7497982019094275	0.7434798341080524	0.8296545773373786	0.8636123249923456	0.869262671528377	0.6669078965680407	25.098565135710228	7.717821740415231	10.0	0.9190273224216032	0.7892156504052523	-0.2196881857913361	0.8153420993853009	0.9172534880108106	13.313346269025379	676.6393457514121	0.08319394308266422	0.05261627515282757	0.8229224431593125	0.09409081859852644	1.4450939877468048	0.3804546318676725	0.41969712418709687	0.23447044423065938	0.007125583010795275	
DHX15	O43143	1	115.4	6255500	8102600	5509600	7051400	1529143	9081500	5957900	1529143	1529143	23	DHX15	0		1.0	1.295276156981856	0.8807609303812645	1.1272320358084886	0.24444776596594997	1.4517624490448406	0.9524258652385901	0.24444776596594997	0.24444776596594997	22.576693772450863	5.768427812577611	6.6893244171481925	0.9875380335720986	0.23997499687585752	-2.0409521930995354	0.7547564227398604	0.0	1.3876991239583023	38.683519863081685	0.17263181383695406	0.4228118258785008	0.7708244529429489	0.4275014808598147	2.2672678070135284	0.20805548919834732	0.6818208215816609	1.5747735298178054	0.46442978161050136	
DHX9	Q08211	1	323.31	205990000	179980000	177130000	161230000	169190000	162120000	198300000	173610000	181020000	52	DHX9	0		1.0	0.8737317345502209	0.8598961114617214	0.7827078984416719	0.8213505509976212	0.7870284965289577	0.9626680906840138	0.8428079032962765	0.878780523326375	27.61799906106764	8.81711524314392	2.240839616610356	0.999928205827955	0.8481642318216086	-0.04566588405358024	0.8496210784701641	0.9735637949212346	3.71476750730326	28.115361014411878	0.06773142354430849	0.028507951597144025	0.856624854828651	0.05472814073849209	2.09922480612376	0.233203460838228	0.6322650087509636	0.02279523186217732	-0.0	not
DIAPH1	O60610	1	127.83	15467000	13215000	11227000	14610000	15453000	14587000	14887000	13755000	18064000	21	DIAPH1	0		1.0	0.8543996896618608	0.7258679769832547	0.9445917113855304	0.9990948470938127	0.9431046744682227	0.9625008081722377	0.8893127303290878	1.1679058640977564	23.88269006107372	2.5228787452803374	0.6037318702841387	0.8904609927094393	5.512614950352121	0.38019900999597667	0.9402810067480604	0.9350539810227759	149.801480999703	3.529254860511624	0.07333133592436736	837.7201247733482	0.9425538740047047	0.10668181306261658	1.9838745130980968	0.25286921240229715	0.5971040441144063	0.4941155670658455	0.0715697282892813	
DKC1	O60832	1	55.384	1529143	6133300	1529143	5462200	6123700	6262200	4269600	1529143	5396400	12	DKC1	0		1.0	4.010939460861411	1.0	3.572066183476627	4.0046614345420934	4.095235043419746	2.792152205516423	1.0	3.5290355447463058	20.544291898026863	5.980514713696085	10.0	3.1526555591313605	2.2183838419607915	-0.5070585447624343	2.812198544326019	0.0	171.94728918339104	88201.39005082108	0.7097844162652868	1.714974146195355	2.837358371524241	1.1332512607773684	0.07095328543714288	1.0	-0.0	0.05437345368369642	-0.0	
DLAT	P10515	1	323.31	536790000	510650000	539660000	578860000	435570000	481460000	602760000	591600000	497760000	31	DLAT	0		1.0	0.9513031166750499	1.0053465973658227	1.0783732930941337	0.8114346392443973	0.8969243093202184	1.122897222377466	1.1021069692058347	0.9272900016766333	28.999782554547597	6.279121777907715	10.0	0.9537536239244643	1.0461237809731967	0.13336502753890733	0.9943097351093477	0.9321820149679807	21.188483674741473	850.3667351921501	0.05178136417517386	0.08187432129105374	0.9914280330225114	0.09049315966393413	0.5834147789955715	0.7908753814463306	0.10189194306859803	0.08959782945719225	-0.0	not
DLD	P09622	1	231.61	25992000	23510000	22935000	26110000	22186000	21817000	24692000	25384000	22930000	21	DLD	0		1.0	0.9045090797168359	0.8823868882733149	1.0045398584179748	0.8535703293321022	0.8393736534318251	0.9499846106494306	0.9766081871345029	0.8821945213911973	24.63156431299157	10.522878745280337	2.240691974568326	1.000140043110051	0.9137888482055264	-4.49985039457923e-06	0.9137889863137041	0.9731660199189173	295294.092725237	331393.50649351213	0.07032285556319817	0.029585432277451102	0.9171135497312783	0.05088390359069846	0.6435656401485554	0.7526527749445433	0.12340533283568032	2.7581767908020725e-10	-0.0	not
DLST	P36957	1	29.66	9937700	4278000	7613800	7261600	7240700	6006500	5641300	6730100	7661200	10	DLST	0		1.0	0.4304819022510239	0.7661531340249756	0.7307123378648983	0.728609235537398	0.6044155086186944	0.5676665626855308	0.6772291375267919	0.7709228493514596	23.244480559688245	10.522878745280337	4.171385066839549	1.0000006613470487	0.6670407812971972	-3.2707242469953712e-09	0.6670407813365582	0.8590092294078557	6064441367.408987	12651579498.846092	0.14022877800752956	0.057436804612873094	0.6798469851792048	0.11400301975474782	2.4108679023385853	0.18937733509334578	0.7226719991072696	1.4572423548603447e-16	-0.0	
DNAJA1	P31689	1	183.03	8537100	9715300	12215000	10608000	10628000	9750900	13436000	10419000	10393000	14	DNAJA1	0		1.0	1.1380093942908014	1.4308137423715312	1.2425765189584286	1.2449192348689837	1.1421794286115894	1.5738365487109205	1.2204378536036828	1.217392322919961	23.02531464781792	8.519090708928799	9.286641789043205	1.0000012479328695	1.2876450352446296	0.17823249354114043	1.2851750568131073	0.8901122899959062	13.935479448250822	34142.9480963813	0.16545287108008297	0.06754665016067103	1.2650240173433063	0.12894099205937334	1.5222798752309237	0.35770282086256344	0.44647763496924414	0.1840941253888736	0.0019545260446941137	
DNAJA2	O60884	1	38.199	8146500	6977400	7188600	7789300	10410000	9684600	7632000	8857000	10909000	10	DNAJA2	0		1.0	0.8564905174001105	0.8824157613699135	0.9561529491192536	1.2778493831706867	1.1888050082857669	0.9368440434542441	1.0872153685631867	1.3391026821334315	22.957748933307442	7.427510099320796	5.642016184366817	0.8948086577295185	1.1621080982868592	0.37709286816021625	1.0889102383217808	0.8916005594680001	2.3097399094672615	135.8534108017354	0.0879497829125165	0.07569067956239231	1.073198022746909	0.15838955539276126	2.597466711109651	0.16834117507628496	0.7738096456324665	0.5577649762104573	0.09295172010591532	
DNAJA3	Q96EY1	1	11.307	3891100	5267700	4858900	4664500	4104600	5135300	4979900	1529143	3677600	4	DNAJA3	0		1.0	1.3537817069723215	1.2487214412376964	1.1987612757317982	1.0548688031661997	1.3197553391071934	1.2798180463108118	0.3929847600935468	0.9451311968338002	21.891746626903057	5.797839779821215	10.0	1.2254735687400773	0.6690145251325135	-0.8732299291913597	1.0481076692606943	0.7582427383201283	6.167004896066675	301.7821330714974	0.09364506636398698	0.22938215198384862	1.060389508207092	0.28713400581952087	3.8950175720218443	0.08333960555808395	1.0791485593665373	1.498260835784234	0.43819274646190187	
DNAJC13	O75165	1	72.718	5951100	4443100	3713000	1529143	3974300	1529143	5027700	3911900	1529143	12	DNAJC13	0		1.0	0.7466014686360505	0.6239182672111039	0.2569513199240476	0.6678261161802019	0.2569513199240476	0.8448354085799265	0.6573406597099696	0.2569513199240476	22.504724929823553	8.473613776900988	1.9138560447340203	0.9896133399615253	0.5012495995735985	-0.6227613689866797	0.523623566625067	0.39322561343648976	0.5573648350235031	5.197242377395127	0.26759593627524036	0.11498421619842074	0.5517939702162367	0.21145761897383228	1.6162283414925334	0.3323100758119976	0.47845649049013855	0.6700403851647503	0.13306768375306044	
DNAJC9	Q8WXX5	1	48.472	3182300	3888200	4200600	4378000	3825800	3108000	4020700	3324200	1529143	10	DNAJC9	0		1.0	1.2218206957232192	1.3199886874273323	1.3757345316280678	1.2022122364327688	0.9766521069666594	1.2634572479024604	1.0445903905979952	0.480515036294504	21.601638416341622	4.748764549507959	0.9009764178598964	1.2346007159848527	0.001	-1.3748417554591221	1.0927431362445608	0.8639763203110703	4.543140691389089	2.3592083370525625	0.090862003682401	5.103065283822032	1.0895711676847177	0.2538395944902015	6.622691271292191	0.028990804776220618	1.5377397285904806	2.9155293528055837	0.856284491390973	
DNM2	P50570;Q05193;Q9UQ16	1	84.833	4471100	4008100	1529143	3977700	5053500	4626500	1529143	1529143	4485300	18	DNM2	0		1.0	0.896446064726801	0.34200599405068105	0.8896468430587551	1.1302587730088793	1.0347565476057345	0.34200599405068105	0.34200599405068105	1.0031759522265213	22.092198382681964	6.277848409944459	10.0	0.8608655338822243	0.5734069849497038	-0.5862284292056991	0.7347452755759891	0.11570621932560798	21.44721288257536	856.0012881293985	0.16563303559621875	0.26189136980548733	0.7437029779283364	0.28941573095116196	0.6889759695340655	0.7243763295852361	0.14003574954858233	0.3598850311765767	0.03214029416268024	
DOCK2	Q92608	1	4.1796	3508700	2156400	1828400	1529143	2040500	1924600	1529143	2215400	1579900	3	DOCK2	0		1.0	0.61458659902528	0.5211046826459942	0.43581468920112865	0.5815544218656482	0.5485222447060165	0.43581468920112865	0.6314019437398467	0.4502807307549805	21.742505169382667	8.763680564329931	2.4528235011173596	0.999862808444176	0.5187221198611747	-0.25028461517815015	0.5235876825325547	0.9378249607162739	1.205636219233064	12.216606531937533	0.08491780256206295	0.035495226562360795	0.5464034235778757	0.11003508808807193	13.550971614199792	0.005896973446209174	2.229370827825177	0.5453042422563852	0.08866929599522827	
DPM1	O60762	1	39.306	4190400	4775200	1529143	1529143	5197300	5252500	5391400	5267700	1529143	7	DPM1	0		1.0	1.139557082856052	0.3649157598319969	0.3649157598319969	1.2402873234058802	1.2534602901870944	1.2866074837724322	1.2570876288659794	0.3649157598319969	21.99865653412532	7.239038910927371	10.0	0.650596684939154	1.0641615446625403	0.7098817988895307	0.9314237844121696	0.0	20.030812391401646	819.40888742072	0.27902867950103505	0.24164527711182798	0.9109618551193939	0.37781589856210807	0.5269888601483007	0.8270754194397346	0.08245488615112835	0.3231250577123806	0.023307472989216767	
DPP7	Q9UHL4	1	11.914	4887000	6687600	5687300	6655900	5865600	4998400	6625900	5096000	6731600	7	DPP7	0		1.0	1.3684468999386126	1.1637609985676285	1.3619603028442808	1.20024554941682	1.022795170861469	1.3558215674237775	1.042766523429507	1.377450378555351	22.220517673908763	4.775694473229335	6.889971066939208	1.2032496467275002	1.3805886378531709	0.19504594871076297	1.2145083462491262	0.8537995899976779	31572025.407360967	284254324.93479776	0.07680844911758793	2102900.8263356164	1.2202696321480853	0.1243586170520908	0.39129425094673925	0.9110319893922153	0.040466373221728455	0.11202370136617643	-0.0	
DPYSL2	Q16555	1	134.78	12016000	8899100	8141300	11071000	13014000	13222000	9542000	9105900	15735000	22	DPYSL2	0		1.0	0.7406041944074567	0.6775382822902797	0.9213548601864181	1.0830559254327563	1.1003661784287617	0.7941078561917443	0.7578145805592543	1.3095039946737683	23.518453382176357	4.88899957204814	3.383423845937599	0.8802250227691233	1.3276062034224694	0.5661099535873522	0.9219794104116388	0.796629530963701	502.98458506304155	2464.2363064766637	0.07995722953458814	146.35870709912442	0.9305885422001434	0.18449063542285088	1.896569383518097	0.2692465522685286	0.5698498491825892	0.6889939770168266	0.1400423964769616	
DSP	P15924	1	51.295	8270300	6693700	8559800	6881900	7920400	7505400	1529143	5081600	10659000	24	DSP	0		1.0	0.8093660447625842	1.0350047761266217	0.8321221721098389	0.9576919821530053	0.9075124239749465	0.18489571115920825	0.614439621295479	1.288828700288986	22.9795082325372	4.880866255362384	3.5543232431303724	0.7771819327983849	1.3081638013401988	0.7212203950004965	0.8255470631843328	0.35351913703944504	1140.9554334461416	5839.279900039555	0.13583405369034932	380.94408491238806	0.8362982786411803	0.27065685880922824	0.8912823606298436	0.6080011018578311	0.21609563367078108	0.48568179728979965	0.06883894907771214	
DUT	P33316	1	51.562	1529143	1529143	1529143	1529143	3211100	1529143	1529143	1529143	3981800	7	DUT	0		1.0	1.0	1.0	1.0	2.099934407704185	1.0	1.0	1.0	2.6039422081518864	20.544291898026863	4.948061429826609	2.8574002998397448	1.1585946040453754	2.6642433523115043	1.1537228318346207	1.322024227427758	0.1732598790381018	68.81336971625261	309.53575053464874	0.19156455429942448	65.38611032967147	1.3428308058324676	0.5322338717936059	3.999788508556798	0.07931632792921767	1.10063740032898	1.8518079234033478	0.5556575240200734	
DYNC1H1	Q14204	1	323.31	183620000	177050000	153080000	152810000	155140000	161690000	121640000	108620000	175120000	151	DYNC1H1	0		1.0	0.9642195839233199	0.8336782485568021	0.8322078204988563	0.8448970700359438	0.880568565515739	0.662455070253785	0.5915477616817341	0.9537087463239299	27.452147965614067	6.3089459054945	9.999926749268807	0.8764140789934804	0.7360461288482723	-0.25181647596943824	0.8137374324682467	0.8792511397855544	27.476166652531067	1276.4082715617894	0.06371009731844808	0.10073548338472343	0.8183131132020142	0.1150667043247175	1.1504333457837135	0.4858691276866835	0.31348069530059197	0.24794188795927047	0.009042909314300589	
DYNC1I2	Q13409	1	89.124	3508400	3049900	3810100	1529143	2576500	3020000	2907900	3266000	4238500	6	DYNC1I2	0		1.0	0.8693136472466081	1.0859936153232244	0.43585195530726256	0.7343803443164976	0.8607912438718505	0.828839356971839	0.9309086763196899	1.208100558659218	21.74238181115419	5.162626735052787	1.2729474808188845	0.8052238626509143	1.2624465549620365	0.5775236617672608	0.8839119036939073	0.6997173035533579	3.7194908368801265	7.3103275409334785	0.10644839213330319	1.3517502608310548	0.8831861663874832	0.19598616952505576	1.0439324098392582	0.5324033514145319	0.2737592193576618	0.4770192229991964	0.06606275922311004	
DYNC1LI1	Q9Y6G9	1	188.16	21270000	16035000	20524000	21161000	23011000	17388000	18068000	20989000	19169000	12	DYNC1LI1	0		1.0	0.7538787023977433	0.9649271274094969	0.994875411377527	1.081852374236013	0.8174894217207335	0.8494593323930418	0.9867889045604137	0.9012223789374706	24.34231669751012	8.209799992346754	10.0	0.8356864327012514	0.9429859911126617	0.17413766264742933	0.9345868263925043	0.9090786906607802	40.61411853499909	1927.9985448514644	0.1298920747024777	0.05302850694228595	0.9273823731510615	0.0878586712961571	0.08548020320946423	1.0	-0.0	0.04038293757868903	-0.0	not
DYNLL1	P63167	1	272.21	37387000	43232000	45020000	60723000	46440000	44518000	48671000	45897000	25164000	8	DYNLL1	0		1.0	1.1563377644635835	1.2041618744483376	1.62417417819028	1.2421429908791826	1.1907347473720813	1.3018161392997567	1.2276192259341483	0.6730681787787198	25.156033375611827	4.999329787333111	1.8824029035617007	1.2760291499608316	0.6038759528873057	-0.9090831907934123	1.1913387942506606	0.8079682388451035	8.946426548779614	25.19352435151589	0.09083280429753256	5.027423446960171	1.1863903742765378	0.22470685925941664	2.8067198183492876	0.14835307728445263	0.8287034406933074	1.2485724252809611	0.3495158757501123	
DYNLL2	Q96FJ2	1	45.54	11098000	10671000	12331000	10500000	10326000	8849100	10562000	14540000	9840300	7	DYNLL2	0		1.0	0.9615245990268517	1.1111010992971706	0.9461164173724995	0.9304379167417552	0.7973598846639034	0.9517030095512705	1.3101459722472517	0.8866732744638673	23.40379637231322	5.892881493313346	10.0	0.9509876258891145	1.1029262373608173	0.2138378339224334	1.0030267047012524	0.8562844746080737	76.72087343980841	7158.6575601569075	0.06880911505639081	0.16854610049779006	0.9983810319253641	0.13254109360113633	0.5011846164254035	0.8435698203825106	0.07387896600675045	0.1392717891147752	0.00011251163712628406	
DYRK1A	Q13627	1	93.311	16053000	12958000	14352000	12467000	12325000	10711000	14568000	11750000	11178000	19	DYRK1A	0		1.0	0.8072011462032019	0.8940384974771071	0.7766149629352769	0.7677692643119666	0.6672273095371581	0.907493926368903	0.7319504142527876	0.6963184451504392	23.936339598984606	2.5228787452803374	0.08708677477581282	1.0001454005220451	0.2795467500246589	-0.22947369515957727	0.7755119575988121	0.9482281234838473	137.17194850480135	0.6124027351183214	0.09131902956006539	10.799751447238284	0.785475037016805	0.08293203074427143	3.0573369566362287	0.1284413081176189	0.891295279986798	0.3255528536929346	0.02385733569456813	
EBP	Q15125	1	58.716	3470500	1902900	11213000	8281100	4414500	1529143	3687300	5837400	1529143	3	EBP	0		1.0	0.5483071603515344	3.2309465494885465	2.3861403256014984	1.2720069154300533	0.4406117274167987	1.062469384814868	1.682005474715459	0.4406117274167987	21.726712098281933	7.066470707368703	5.949915163601362	1.9940880182196659	0.9585418489217402	-1.0568157645667098	1.335586290111086	0.0	5.638626504514572	502.89248128489834	0.6187120824515276	0.5470468948794408	1.3775944443828756	0.8322867519470485	0.5422111074603457	0.8173105179152171	0.08761291213815797	0.38367474668766893	0.038386662958974374	
ECH1	Q13011	1	91.488	2996600	1529143	2557400	3738700	4971600	4467900	1529143	2713500	4127700	8	ECH1	0		1.0	0.5102926650203564	0.8534338917439765	1.2476473336447975	1.6590802909964626	1.490989788426884	0.5102926650203564	0.905526263098178	1.3774611226056197	21.5148950884342	7.928664006732285	4.4581069028947615	0.6742045485905154	1.1850903235290906	0.8112936779501643	1.1091684763226217	0.032336690307731564	1.006740290925807	58.33529974988211	0.32527971660648003	0.202867922836379	1.077049328983104	0.363605424342538	0.722628961899028	0.7038544090657131	0.15251716454873848	0.438385722199325	0.054071275815532484	
ECM29	Q5VYK3	1	27.013	4575800	1529143	1529143	1529143	1529143	1529143	1529143	1529143	4355800	11	ECM29	0		1.0	0.33418047117443944	0.33418047117443944	0.33418047117443944	0.33418047117443944	0.33418047117443944	0.33418047117443944	0.33418047117443944	0.951920975567114	22.125592565209303	4.965013051565381	2.5789013220488735	0.36537832672952303	0.9839818452107283	1.3666651775656369	0.4355753797760949	0.13680683412091754	52.83687470683811	215.9547961550356	0.11913193260508533	22.286012023184508	0.4429462901821288	0.2177547255450124	1.3153601853342853	0.4229824363640591	0.373677665600217	0.873155911426426	0.20922615107188175	
EEA1	Q15075	1	6.5988	1529143	1529143	1529143	1529143	1529143	1529143	1529143	1923400	2215500	2	EEA1	0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2578287315182426	1.4488507615049737	20.544291898026863	5.573245850742971	2.266605325144256	0.9960898671878124	1.4190770215641282	0.5088217846489549	1.1072469519063817	0.9972475375898848	0.05077596357785838	0.6764728276702869	0.01023400603647194	0.02513029320974746	1.1000881765900146	0.16066611598461308	161.95011501531724	1.2984506039841074e-05	4.886574567270855	2.6780409971747865	0.7952439033553097	
EEF1A1;EEF1A1P5	P68104;Q5VTE0	1	323.31	225070000	184170000	153120000	215250000	292050000	267020000	174090000	217490000	260650000	24	EEF1A1;EEF1A1P5	0		1.0	0.8182787577198205	0.6803216777002711	0.9563691296041231	1.2975963033722842	1.186386457546541	0.7734926911627493	0.9663215888390279	1.1580841515972808	27.74579852919354	7.539622694904027	9.657021112115679	0.7946274210737521	1.0687715628269714	0.4276030429458981	1.001383091312468	0.7681340197975726	41.15956205907457	23727.093307068782	0.14985824296789502	0.09591352125271313	0.9864144830155405	0.1834471188854127	1.0616333683804688	0.5243255511824381	0.28039897793923474	0.38859650693946984	0.039725845563177216	
EEF1B2	P24534	1	101.26	4960600	7341000	1529143	5817700	6743500	8986500	5160900	8185400	8272300	6	EEF1B2	0		1.0	1.4798613070999476	0.30825767044309155	1.172781518364714	1.3594121678829174	1.811575212675886	1.0403781800588638	1.6500826512921825	1.6676006934645002	22.242083198942954	7.317917049144136	2.856443644266981	0.9103129310234142	1.5371554994650647	0.7554696870966218	1.3483165671980275	0.14911981958519394	0.7091661397911309	8.028409625856673	0.2799956671585353	0.2387951752742968	1.3159154057046447	0.4063424483562345	1.3154654908808814	0.4229455727422182	0.37371551673503284	0.6604140263282844	0.12954288692607374	
EEF1D	P29692	1	182.77	31687000	33201000	19080000	28085000	38573000	39388000	28649000	30542000	42389000	12	EEF1D	0		1.0	1.0477798466247987	0.6021396787326033	0.8863256224950296	1.217313093697731	1.2430334206456906	0.9041247199166851	0.9638653075393695	1.3377410294442516	24.917387741729122	7.371612430760476	5.85519310238839	0.8410714681384698	1.125614003102716	0.4204117923486258	1.043717943256437	0.7378690920745334	3.0080046751266827	114.8105424099307	0.13385159776482541	0.11584539252154619	1.0275313098552914	0.19963342898382866	1.1082140415536696	0.5037292008946667	0.2978028726089648	0.39337717568038805	0.04104122776913335	
EEF1G	P26641	1	166.07	38680000	43268000	38290000	51965000	56669000	56469000	48331000	49049000	41560000	18	EEF1G	0		1.0	1.1186142709410547	0.9899172699069286	1.343459152016546	1.4650723888314374	1.4599017580144777	1.249508790072389	1.268071354705274	1.0744570837642193	25.205084459026292	7.757124987431683	10.0	1.045046930684874	1.3008697084310021	0.31590873319322976	1.2518953950192957	0.901762150771966	5.368538941979259	225.74352579036534	0.10942194346986897	0.06920425575475125	1.236653806379763	0.15647416167094993	2.855847174361676	0.14413343048075655	0.8412352767193174	0.47601508029909395	0.06574288970636327	
EEF2	P13639	1	323.31	62822000	53481000	42677000	64042000	82733000	77350000	50852000	49307000	103600000	50	EEF2	0		1.0	0.8513100506192098	0.6793320811180796	1.0194199484257107	1.316943109101907	1.2312565661710866	0.8094616535608545	0.7848683582184585	1.649103817134125	25.904766537544486	4.896024717706422	3.3405052255023664	0.965638930470828	1.6765944806489328	0.7627784373883153	1.0332356575935964	0.6604938593214371	366.9130278143485	1795.721952930183	0.10908408496106207	166.48792516685828	1.0464943074817006	0.2750858709678857	2.671774180745652	0.16084576268539047	0.7935903756485045	1.0694339800093604	0.28332068719417897	
EFTUD2	Q15029	1	76.109	6905700	4713900	5221600	6817900	6068200	7779700	6847700	1529143	11825000	21	EFTUD2	0		1.0	0.6826100178113732	0.7561289948882807	0.98728586529968	0.8787233734451251	1.1265621153539829	0.991601141086349	0.2214320054447775	1.7123535629986824	22.719356230779702	4.79755966169046	4.593008861499647	0.823806178721365	1.7589377891125313	1.0539539722392157	0.8892001961897256	0.38773510578256887	20067.18664374791	118217.15720092352	0.137851490861446	13931.127969185198	0.9156305771931995	0.3376198002187006	2.737970790919302	0.15454569740961038	0.8109430812980226	1.3476317452075637	0.38524030535557163	
EGFR	P00533	1	202.38	23325000	20557000	25237000	19676000	19145000	21811000	22265000	22042000	22412000	30	EGFR	0		1.0	0.8813290460878885	1.0819721329046088	0.8435584137191854	0.8207931404072883	0.935091103965702	0.9545551982851018	0.944994640943194	0.9608574490889603	24.47537374528857	7.7354499401254095	10.0	0.9848032097039319	0.9149807804591904	-0.10609402322126772	0.9287258284776163	0.9578662614451433	14.13895127164397	651.706441450151	0.0627962532642431	0.03971569049072656	0.9328543161019045	0.06687109041159403	0.6792972262966629	0.7303505985577075	0.1364686104729053	0.07046673898619178	-0.0	not
EIF2AK1	Q9BQI3	1	81.196	11931000	12134000	13101000	13462000	14456000	13376000	12143000	11774000	13050000	14	EIF2AK1	0		1.0	1.0170145000419077	1.0980638672366105	1.1283211801190176	1.2116335596345653	1.1211130668007712	1.0177688374821892	0.9868410024306429	1.093789288408348	23.508211632188456	6.265633310306603	10.0	1.1106458187937742	1.0319834800992806	-0.10597894307471944	1.0763735313299065	0.9647821744347147	16.5688329611152	635.8859728562256	0.03891420046807992	0.061529352433658216	1.0788024731952315	0.06580938401569357	0.40618155462653177	0.9023341195567844	0.04463262053871169	0.0587514022236572	-0.0	not
EIF2S2	P20042	1	19.888	1529143	3856000	1529143	1529143	4455400	4146700	1529143	1529143	5163100	8	EIF2S2	0		1.0	2.521673904925831	1.0	1.0	2.9136581732382125	2.7117803894076618	1.0	1.0	3.376466425965394	20.544291898026863	4.85015126163751	3.7011946843477816	1.6968683123168415	3.462738161682697	0.9857875026608074	1.8444389346522512	0.0	2113.4356831582213	10666.662930830731	0.43490276752201873	2664.0581199993703	1.8845435746588874	0.8598393087635238	1.06347656759008	0.5234924316357381	0.2810895927293527	0.6456213246242515	0.12415190128397609	
EIF2S3;EIF2S3L	P41091;Q2VIR3	1	176.34	12974000	13422000	12718000	17023000	15989000	15265000	11820000	12678000	18809000	18	EIF2S3;EIF2S3L	0		1.0	1.0345305996608603	0.9802682287652228	1.312085709881301	1.2323878526283336	1.176583937104979	0.9110528749807307	0.9771851395097888	1.4497456451364268	23.62912000814044	4.881719860292752	3.476129484627918	1.0891679173881232	1.4647304611494263	0.40746449498192194	1.1235052844402615	0.8700559485302632	692.4082723968348	3454.359156280105	0.07001103423336257	168.84324759802143	1.1310120240480963	0.15817202558508037	1.8953965300031996	0.269476014030348	0.5694798851631605	0.5166006277165811	0.07897584299562437	
EIF3A	Q14152	1	88.9	11320000	10752000	9363800	9607800	15412000	14195000	7271800	5975100	16231000	38	EIF3A	0		1.0	0.9498233215547703	0.827190812720848	0.8487455830388693	1.3614840989399293	1.2539752650176679	0.6423851590106007	0.5278356890459364	1.4338339222614842	23.43237062238133	4.787021634917377	5.124270302594028	0.921522692953343	1.4559736081769121	0.6372479613469997	0.9573064674630705	0.43201084368209763	153741.14669180036	1010115.0875927773	0.13650939092662284	55062.32029275508	0.9732947132372927	0.27619378786032706	0.924637506591792	0.5905619933663122	0.22873450624058692	0.46585099251645995	0.0625285854418368	
EIF3B	P55884	1	102.47	8906800	8675000	7049100	8822400	10349000	10003000	7113600	6876500	9749800	23	EIF3B	0		1.0	0.9739749404949027	0.7914290205236448	0.9905240939506894	1.161921228724121	1.1230745048726816	0.798670678582656	0.7720505681052678	1.0946467867247496	23.08647576837184	6.243834857722365	10.0	1.0049522539876206	0.8916874274917277	-0.1725169786289002	0.9562213051169224	0.8452972041570507	24.164020857002175	960.9007321299074	0.07737082897424284	0.12233521694019274	0.9596639214290895	0.13266059758531432	0.426713077036207	0.8900478618867459	0.05058663875462136	0.10396584541443782	-0.0	
EIF3C;EIF3CL	Q99613;B5ME19	1	179.0	5697800	12141000	5169800	10241000	20606000	21551000	5071100	4247200	27960000	21	EIF3C;EIF3CL	0		1.0	2.130822422689459	0.907332654708835	1.797360384709888	3.6164835550563375	3.7823370423672293	0.8900101793674752	0.7454105093193865	4.907157148373056	22.441973551450634	4.851247209719105	3.687506588777745	1.9569260965263882	5.058445778179946	1.3178928503679046	2.2169898812372164	0.0	1595.8567787396016	8036.024361450918	0.6022996242987575	3528.64198998166	2.2870892139206225	1.31877828421634	1.7157621628492183	0.30789800414338847	0.5115931262716067	1.0649585816882805	0.28164476757388646	
EIF3G	O75821	1	36.971	1529143	1529143	3464000	1529143	3660500	3561000	1529143	1529143	1529143	8	EIF3G	0		1.0	1.0	2.265321163553703	1.0	2.3938245147772315	2.328755387821806	1.0	1.0	1.0	20.544291898026863	6.1739595227750055	10.0	1.753274777309241	0.9973667825695428	-0.8138560565763313	1.4412584873919267	0.0	47.590856888677145	2733.601460039993	0.3290222728382265	0.5202352431316262	1.4601424307099318	0.5782751777352906	0.6971863880721461	0.7193327904948545	0.1430701421093482	0.4268787682992431	0.05063561440656843	
EIF3H	O15372	1	77.244	5466000	1529143	3999300	3373200	3941000	3170600	3135200	3780800	5273700	9	EIF3H	0		1.0	0.2797553969996341	0.7316684961580681	0.6171240395170142	0.7210025612879619	0.5800585437248444	0.5735821441639224	0.6916941090376876	0.9648188803512624	22.382054029185294	5.129903575506559	1.831259001389063	0.6159013984400331	0.9825589565597557	0.634670886310779	0.6731632912949443	0.5772767840790805	7.446568667907065	27.470730062563394	0.10304554803181348	1.8552796354327283	0.6735899370936418	0.17130993264838862	0.6613026676686796	0.7415360284211191	0.12986774340247073	0.3643862325551695	0.03329222614714415	
