Genes	Proteins	N duplicates	Score	Raw DMSO	Raw 3nM	Raw 10nM	Raw 30nM	Raw 100nM	Raw 300nM	Raw 1000nM	Raw 3000nM	Raw 30000nM	Peptides	Name	Imputation N	Imputation Position	Ratio DMSO	Ratio 3nM	Ratio 10nM	Ratio 30nM	Ratio 100nM	Ratio 300nM	Ratio 1000nM	Ratio 3000nM	Ratio 30000nM	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
NUP210	Q8TEM1	1	38.904	6081700	4395000	4989900	5901000	5913700	4965900	4894300	1529143	6050600	15	NUP210	0		1.0	0.7226597826265683	0.8204778269233931	0.9702879129190851	0.9723761448279264	0.8165315618988112	0.8047585379088084	0.2514334807701794	0.9948862982389792	22.536043221735806	5.9563189885320424	10.0	0.8719503594074535	0.6112048266478597	-0.512590067657763	0.7785095744310266	0.5828591675124597	121.37945086409678	27778.50331412312	0.10663342801937825	0.26080040088351514	0.7864531298814476	0.2083813048473664	0.7215567022824971	0.7045019607163528	0.15211779385752375	0.34366532488862206	0.028112709590651593	
NUP93	Q8N1F7	1	89.087	16432000	11026000	10624000	13084000	12678000	15093000	14517000	12996000	13758000	16	NUP93	0		1.0	0.6710077896786758	0.6465433300876339	0.7962512171372931	0.7715433300876339	0.9185126582278481	0.8834591041869523	0.7908958130477117	0.8372687439143135	23.970004750980284	7.241646204275948	2.0988264301566764	0.7236302381278159	0.8460867934347798	0.22505414380962563	0.8068500270593322	0.8766463875516888	1.1647856776374907	8.389216714961048	0.08971691378906793	0.07635085037650909	0.8007873942026814	0.08940531409075975	0.06849549576107287	1.0	-0.0	0.03960564559827407	-0.0	
OGDH	Q02218;Q9ULD0	1	29.683	8512800	4664900	4930500	5239600	6587900	5396600	5794000	5439900	5502500	13	OGDH	0		1.0	0.547986561413401	0.579186636594305	0.6154966638473828	0.7738816840522508	0.6339394793722395	0.6806221219810168	0.6390259374118974	0.6463795695893243	23.02120230543107	10.522878745280337	3.8290309662967084	1.0000154024373722	0.6415122359994793	-1.7717426747942966e-08	0.6415122362228702	0.9522569338697368	482775244.4432091	924608331.3380017	0.08055658518409002	0.03304603547840142	0.655299169395589	0.0885361305100701	8.374626462676972	0.017501135207112717	1.7569337799882827	4.276073911514987e-15	-0.0	
OPA1	O60313	1	71.848	14646000	10801000	12349000	9054600	10155000	8577500	10610000	10162000	10995000	15	OPA1	0		1.0	0.7374709818380445	0.8431653693841322	0.6182302335108562	0.6933633756657108	0.585654786289772	0.72442987846511	0.6938413218626246	0.7507169192953708	23.804003365164398	8.922860363557929	0.8464315971438707	0.9962534171601987	0.687496011115788	-0.19043618489671676	0.7024387668116816	0.947478121557791	1.260266408192071	1.8653021915515278	0.08807574364354656	0.04763988023823596	0.7169647265202366	0.08572161383296031	5.04320657171618	0.05068372950428479	1.2951314355498895	0.2865668516349668	0.015665878440451177	
OSBPL3	Q9H4L5	1	103.04	3582400	6274200	6072000	5738200	8710600	7641600	5691900	5257800	6578900	22	OSBPL3	0		1.0	1.7513957123715944	1.6949531040643144	1.6017753461366682	2.4314984368021437	2.133095131755248	1.5888510495757033	1.4676753014738724	1.836450424296561	21.772495002627323	9.311248723704464	1.0183562965585762	1.000973197252931	1.818018645885364	0.09100435272444185	1.8052821276834932	0.5894178976828386	7.504028692022239	9.23966413416674	0.3761310396471573	0.18426627460571982	1.770280237571718	0.31152582538220164	1.9660150239457663	0.25610947633390785	0.5915743518580657	0.07342471552509175	-0.0	
OSGEP	Q9NPF4	1	186.99	47056000	39629000	46382000	38791000	35796000	39161000	47484000	53358000	28698000	15	OSGEP	0		1.0	0.8421667800068005	0.985676640598436	0.8243582114926895	0.7607106426385584	0.8322211832709963	1.009095545732744	1.1339255355321318	0.6098690921455288	25.48787535354915	4.7935993796608045	4.759390057819768	0.9165080826583976	0.5946501510983507	-0.5863817729002205	0.8943561943566856	0.8727974039521669	41568.86294902389	253515.157248798	0.061454412823110795	9666.597388326398	0.8850710609944289	0.13525422088438815	1.7340863277661271	0.30366137109441116	0.5176104513729951	0.6702695744284501	0.133151754751123	
P4HB	P07237	1	323.31	45293000	42462000	26255000	48561000	58450000	61631000	43528000	43517000	69406000	34	P4HB	0		1.0	0.9374958602874617	0.5796701477049434	1.0721524297352791	1.2904863886251738	1.3607179917426533	0.9610315059722253	0.9607886428366414	1.5323780716667035	25.432784764248343	7.562432151266009	7.3753932638016035	0.8006588801088648	1.2107153214620254	0.5965999995443473	1.1122559928513407	0.6615774413520447	6.603240221030532	1227.1495213214255	0.19031127958799438	0.1210726308768669	1.0900920332399808	0.2512012785462425	1.6670615885998539	0.3195396303566744	0.4954752715341326	0.6624353608422441	0.13028197556159632	
PA2G4	Q9UQ80	1	195.15	11186000	7286200	6630600	10392000	12268000	13688000	7708200	9736400	8320600	21	PA2G4	0		1.0	0.6513677811550151	0.5927588056499196	0.9290184158769891	1.096728052923297	1.2236724477024852	0.6890935097443233	0.8704094403718934	0.743840514929376	23.41519089964767	7.729290778722189	10.0	0.6850702684897875	0.9178795545449241	0.4220528732436313	0.8716908925365381	0.6312256610458883	13.239515850394664	631.222485101538	0.17874029034763278	0.11304486674293801	0.8579735658584219	0.18883997351700332	0.36064291790755276	0.9282538597137993	0.03233323628556889	0.18786685293349395	0.0022277879445016333	
PABPC1	P11940;Q9H361;Q4VXU2;Q96DU9	1	234.47	57065000	50891000	49286000	45626000	45977000	43722000	54265000	51977000	51464000	28	PABPC1	0		1.0	0.8918075878384298	0.8636817664067292	0.7995443792166828	0.8056952597914658	0.7661789187768334	0.9509331464119863	0.9108385174800666	0.9018487689476913	25.76610282471643	6.221613634254615	10.0	0.8367453013830292	0.9177218366954333	0.13326839147671338	0.8711347178138887	0.9553071955092584	23.413692702063198	1042.1929943102007	0.039589808614275294	0.0625975981461059	0.8687478516401673	0.06109940662080053	0.43113202973888326	0.8873650512381237	0.05189767991664804	0.07907976735557903	-0.0	not
PABPC4	Q13310;P0CB38	1	45.382	9276200	1529143	7294300	1529143	5702100	8763500	9899100	9956100	11715000	24	PABPC4	0		1.0	0.16484584204739008	0.7863457019037968	0.16484584204739008	0.6147021409628943	0.9447295228649663	1.067150341734762	1.0732950992863457	1.2629093809965288	23.14510249494604	6.692402331676258	2.2211396921035185	0.46052200477257954	1.139755547415553	1.3071865175808235	0.8289229528583315	0.23595355926921735	0.46317441025379275	4.165790172176153	0.18193383863248558	0.21856747810349092	0.8022614801651209	0.36112925407519225	2.4796937628312326	0.181224373218439	0.7417833936214939	1.4094648999056678	0.4071827495515385	
PAG1	Q9NWQ8	1	57.253	19512000	21796000	18749000	21119000	24448000	17654000	14480000	13605000	29851000	8	PAG1	0		1.0	1.1170561705617057	0.9608958589585895	1.0823595735957359	1.2529725297252972	0.9047765477654777	0.7421074210742108	0.6972632226322263	1.5298790487904879	24.21785832745827	4.833232802648465	3.8773777838196595	0.9680457479046749	1.5608562581150844	0.6565393507664196	1.0150490998166217	0.761023571283096	2389.2985671427086	12327.917039589396	0.09096818893249631	1052.7910712683831	1.0294463761945312	0.22505468848627413	2.5390403329899325	0.1745714581552364	0.7580267605098623	0.9240976056957737	0.22852999932981632	
PAICS	P22234	1	151.67	12998000	10815000	1529143	12938000	18875000	17426000	8844500	11822000	16507000	20	PAICS	0		1.0	0.8320510847822742	0.11764448376673334	0.9953839052161871	1.4521464840744729	1.3406677950453916	0.6804508385905524	0.9095245422372673	1.2699646099399908	23.631786317306986	7.577770067465099	10.0	0.5604535079858194	1.1177187446070378	0.9958905976640049	0.9860496918610276	0.07637611300820124	76.94189047986619	14014.175129222984	0.29699065503481425	0.18789393447401675	0.9585377898374896	0.35833042155033124	1.0460619596369203	0.5314241273287439	0.27455873195835817	0.6402085671834488	0.12218755901774157	
PAK2	Q13177;O75914;Q13153	1	74.674	6490600	1529143	1529143	1529143	6033900	7350100	1529143	1529143	9274400	11	PAK2	0		1.0	0.23559347363880073	0.23559347363880073	0.23559347363880073	0.9296367053893323	1.1324222722090407	0.23559347363880073	0.23559347363880073	1.4288971743752503	22.629920418429002	4.889380016848755	3.394339493322981	0.5002695487027269	1.4672252028794432	1.5000959946938868	0.590582112772599	0.0	594.5534983046242	2926.8104958140934	0.20019458388253358	371.1701126406287	0.6091929186349965	0.41949903014273016	1.3468964320257566	0.4121186961989181	0.38497768280168804	0.9205313495823556	0.22717906907661978	
PAK4	O96013;Q9P286	1	323.31	490810000	571470000	622240000	615650000	534610000	471870000	538550000	546040000	447810000	45	PAK4	0		1.0	1.1643405798577862	1.2677818300360628	1.2543550457407144	1.0892402355290234	0.9614107292027465	1.097267781830036	1.112528269595159	0.912389723110776	28.870589402564747	7.055368766729247	5.213465839325248	1.2039696054384845	1.0258290493470863	-0.2310086354010479	1.0911848103421764	0.9273961625134429	1.8572551291596004	172.72958929004568	0.07159496451402349	0.0647614636619769	1.0986344394587912	0.11001949986127811	1.1646722422692282	0.4800145173714865	0.3187456277931895	0.22686921177203528	0.006139590703423059	
PAK6	Q9NQU5	1	6.8832	1529143	1529143	1597100	1529143	1529143	1529143	1529143	1529143	1529143	6	PAK6	0		1.0	1.0	1.0444412327689432	1.0	1.0	1.0	1.0	1.0	1.0	20.544291898026863	7.630911261747018	10.0	1.019118951712931	0.9998651927577662	-0.02751695172505214	1.0041586244889664	0.9986323743322424	50.92927815920486	4712.589305954388	0.011723446461127366	0.007414550572956981	1.0051278345502628	0.012791066682096647	0.6245908957644641	0.7646336986717694	0.11654656581909031	0.0080990967946959	-0.0	not
PARK7	Q99497	1	223.94	5432500	5146700	1529143	11282000	14847000	12804000	3630300	5208500	15896000	19	PARK7	0		1.0	0.9473907040957202	0.2814805338242062	2.0767602393005062	2.732995858260469	2.3569259088817303	0.6682558674643351	0.9587666820064427	2.9260929590427978	22.373184838730733	7.744053828316661	10.0	0.6783484352566108	1.923909759908904	1.5039426760872958	1.6813912108773197	0.0	7.740809994697662	341.2653416020572	0.6867710125747483	0.43435051275588965	1.6074663103118694	0.8566908901403424	1.401055434358867	0.39426195557826116	0.40421512827695083	0.9518310359988877	0.23902959073283028	
PARP1	P09874	1	159.22	9702800	8458600	5610700	11144000	15594000	12955000	6922400	11611000	21527000	30	PARP1	0		1.0	0.87176897390444	0.5782557612235644	1.1485344436657459	1.6071649420785752	1.335181597064765	0.7134435420703302	1.1966648802407553	2.2186379189512304	23.20996970458264	5.065834717018359	2.1824938243698995	1.0515132745473792	2.2653232376675105	1.0590602816910943	1.2200950498880745	0.3413688877363378	8.809045961907309	36.30933254916614	0.16606104633438973	6.6835851959182895	1.2261175203985528	0.4545349456058639	3.537179348052737	0.09940743766526365	1.0025811204704955	1.6123357516859647	0.4771450375617961	
PCBP1	Q15365;P57723	1	323.31	17822000	19402000	17402000	18469000	25413000	26647000	21070000	22094000	29694000	10	PCBP1	0		1.0	1.0886544720008977	0.97643362136685	1.0363034451801145	1.4259342385815283	1.495174503422736	1.1822466614296936	1.239703736954326	1.6661429693637078	24.08715591062105	7.270247183395592	10.0	1.0265830492774308	1.3992800243632313	0.4468343596032668	1.2825670258603687	0.8696821980118273	7.101028286049527	274.48678131777825	0.10356388274250719	0.08968870977350753	1.263854958866742	0.21442621464211178	4.512958904186447	0.06303223410875068	1.200437299507619	0.8619800405762805	0.20499165518479162	
PCBP2;PCBP3	Q15366;P57721	1	36.792	7334400	1529143	7599700	8382400	8508600	1529143	1529143	1529143	9373600	8	PCBP2;PCBP3	0		1.0	0.2084891743019197	1.0361720113438044	1.1428883071553229	1.1600948952879582	0.2084891743019197	0.2084891743019197	0.2084891743019197	1.2780322862129145	22.80624751853163	6.769250852357155	10.0	0.9131224760246667	0.496487219720695	-0.8790517989147264	0.679143021378156	0.0	11.50563680465547	487.1081264958592	0.27335622387661773	0.3156449040995903	0.6960266662261714	0.42633597871727463	0.629596731092297	0.7614648281542051	0.11835015180438535	0.406468694887212	0.04471426617891369	
PCK2	Q16822	1	127.35	29524000	20438000	21163000	21546000	20548000	23863000	24669000	27781000	20728000	23	PCK2	0		1.0	0.6922503725782414	0.7168066657634466	0.7297791627150793	0.6959761549925484	0.8082576886600732	0.8355575125321772	0.9409632841078445	0.7020728898523235	24.815384859499567	9.26550373384928	10.0	1.0000000255180594	0.7724347750385412	-1.5928275642895784e-08	0.7724347751311345	0.9294703060123509	140359719321.5747	1890049623628.3796	0.10565032577862586	0.043173340485020986	0.7811871437057726	0.08827932634121016	1.9957731974424715	0.250740651251767	0.6007752504728843	3.45606116855908e-15	-0.0	
PCMT1	P22061	1	74.908	1529143	1529143	1529143	4399500	1529143	1529143	3988100	1529143	1529143	7	PCMT1	0		1.0	1.0	1.0	2.8771017491496873	1.0	1.0	2.608062162923938	1.0	1.0	20.544291898026863	5.61450298500813	10.0	1.5502601953362658	0.9852602586862262	-0.6539336063124863	1.3960682887632287	0.0	107.09470085224446	11686.783039801994	0.3827939918462108	0.9376480225734843	1.4021342975469568	0.652478275982836	0.18725907530986838	0.9949872266865948	0.002182494545867566	0.13464761921791654	5.757705539218821e-05	
PCNA	P12004	1	189.23	23896000	23310000	23825000	24328000	28686000	26209000	31371000	27680000	27680000	14	PCNA	0		1.0	0.9754770672915969	0.9970287914295279	1.018078339471041	1.200451958486776	1.096794442584533	1.3128138600602612	1.1583528624037496	1.1583528624037496	24.51026580697288	7.329411694824488	4.534642790083637	0.9916201045474756	1.1826782924678538	0.25419718751422693	1.12567286174979	0.976019504323809	0.5633540487798956	12.1181203958794	0.04219025370928277	0.03647134125144132	1.1154554350905204	0.09948867711328531	6.829641643867501	0.027165744689366694	1.5659783852354583	0.47659213371126913	0.06592665998210072	not
PDAP1	Q13442	1	66.281	1529143	1529143	1529143	1529143	4518000	1529143	1529143	1529143	5250000	6	PDAP1	0		1.0	1.0	1.0	1.0	2.9545961365287616	1.0	1.0	1.0	3.433295643376715	20.544291898026863	4.941140167215431	2.9463151665777025	1.282199953906492	3.517520579289108	1.4042986153720114	1.520625579760076	0.0	104.22377785920663	480.1285919687432	0.33936244048569064	144.63041424463808	1.5530893523617226	0.8462627938234817	2.832371595818247	0.14612909058950377	0.8352633184608379	1.614022454822372	0.4777134487009014	
PDCD6IP	Q8WUM4	1	59.156	3472600	3989100	1529143	3643600	5734100	3831400	1529143	3745800	8954000	25	PDCD6IP	0		1.0	1.1487358175430513	0.44034527443414156	1.0492426424005068	1.6512411449634279	1.1033231584403618	0.44034527443414156	1.0786730403732074	2.5784714623049014	21.72758480922611	5.033015237223739	2.414346041302346	0.9747241521794014	2.632331817571309	1.3820363036773067	1.1903750480414015	0.06372133690944393	13.972796818955496	61.22123389269129	0.1947944443925441	13.745669673384617	1.2024874733628983	0.5858604046099477	4.654626456470015	0.05935826237881674	1.2265188208411735	2.2987854385620365	0.6909024127191125	
PDGFRB	P09619	1	97.681	21947000	17583000	16993000	15655000	16041000	14812000	16708000	16699000	20291000	21	PDGFRB	0		1.0	0.801157333576343	0.7742743882990841	0.7133093361279446	0.730897161343236	0.6748986194012849	0.7612885588007473	0.760878479974484	0.9245454959675582	24.38752041121962	4.992884717162881	2.104188525893947	0.7544307941619479	0.9394496561651129	0.2897501532187432	0.777102964589206	0.9098262260796431	26.423714228193163	86.73334310512763	0.05043125741288205	3.820165034752256	0.7787046416016206	0.0780408879018718	0.5400426133961983	0.8187023846361856	0.0868739446381331	0.18971729897945674	0.0023686936184458937	
PDHA1	P08559;P29803	1	222.93	103980000	101490000	142020000	108450000	106340000	107070000	139620000	151300000	93944000	32	PDHA1	0		1.0	0.9760530871321408	1.3658395845354876	1.0429890363531449	1.022696672437007	1.0297172533179457	1.3427582227351413	1.4550875168301596	0.9034814387382188	26.631730819430775	4.770625140850779	10.0	1.173350892719701	0.9025694805134381	-0.3770885046139104	1.1565698370995516	0.756394645278225	126405902773.14226	1672958200165.0037	0.09564239127150231	3474202837.791986	1.147487312648882	0.17305163768960097	0.46771033996490036	0.8647422038513298	0.06311334471066377	0.21027931435719202	0.004236686465605896	
PDHB	P11177	1	201.97	71882000	63369000	66551000	72310000	66340000	72494000	103440000	98754000	71595000	18	PDHB	0		1.0	0.8815697949417101	0.9258367880693359	1.0059542027211263	0.922901421774575	1.0085139534236665	1.4390250688628585	1.3738348960796862	0.9960073453715812	26.099127214266137	6.4350657046310475	6.722730030271167	0.9439033195339402	1.2567428377893233	0.4129784646580876	1.0934552313283163	0.8806342498213989	5.66355259958201	432.4558983199412	0.07137067983533926	0.1123001216043275	1.08046092634724	0.18568204316533707	3.5612774238007954	0.0981974969293974	1.007899582310863	0.7109666944784839	0.148179080019402	
PDHX	O00330	1	323.31	131200000	125770000	151540000	129390000	106660000	113240000	136450000	139410000	127520000	29	PDHX	0		1.0	0.9586128048780488	1.155030487804878	0.9862042682926829	0.8129573170731708	0.863109756097561	1.040015243902439	1.062576219512195	0.9719512195121951	26.967192479054894	7.558762359285339	10.0	1.0507332478096412	0.9584237210795477	-0.13266093475378382	0.9806730029057587	0.9289473899571924	132.01468589764198	36781.4570794616	0.08350094075305128	0.0529090243995808	0.9854083606941839	0.09153092068447863	0.4394056585265018	0.8823095821324367	0.05437900418634235	0.07930694775985174	-0.0	not
PDIA3	P30101	1	284.39	63229000	45793000	27443000	46125000	72053000	58524000	45860000	36894000	84363000	33	PDIA3	0		1.0	0.724240459282924	0.4340255262616837	0.7294912144743709	1.1395562162931567	0.9255879422416929	0.7253000996378244	0.5834980784133863	1.3342453620965065	25.914083066920515	4.875303319245617	3.4653079586753917	0.7683710459986501	1.3605627811373944	0.7882928484014786	0.8216293408597887	0.5631036729702688	728.162174175302	3570.6100040683755	0.11148149776895092	292.250556597659	0.8337052009971082	0.24606612882395695	1.6376639697669995	0.3268455725356015	0.48565739363023497	0.7899350110109894	0.17775302786372713	
PDIA4	P13667	1	323.31	19708000	16157000	8870300	22508000	21018000	21517000	14102000	10747000	38626000	39	PDIA4	0		1.0	0.8198193626953522	0.45008625938705094	1.1420742845544956	1.066470468845139	1.0917901359853865	0.7155469859955348	0.5453115486097017	1.9599147554292673	24.232278040974272	4.89239861768397	3.34599219636888	0.8493977856634454	2.006790238525791	1.1940106467748548	0.958435852073819	0.49756786770635997	278.89981318298027	1357.35836760261	0.12872527885884757	209.68240693613564	0.9803231019031707	0.38845510477504747	4.958260235660442	0.05242248929645958	1.280482360305711	2.1882308323520085	0.6587539000393057	
PDIA6	Q15084	1	230.96	19266000	16081000	10438000	16450000	23818000	25660000	14672000	14136000	37668000	15	PDIA6	0		1.0	0.8346828609986505	0.5417834527146268	0.8538357728641129	1.2362711512509084	1.331879995847607	0.7615488425205025	0.7337278106508875	1.9551541575833074	24.199553735109014	4.92757518866639	3.069005714370386	0.911100011333171	1.9952803759856461	1.087803987575427	1.022927293689797	0.5169257752599486	119.35560489254189	562.0874543719699	0.12981021701530118	80.30054741967928	1.0400236766244242	0.3806511350329228	4.363573185382833	0.06725540551380461	1.172272804404015	1.8879361613220755	0.5671241953107475	
PDPK1;PDPK2P	O15530;Q6A1A2	1	77.559	13115000	13140000	13679000	10432000	10963000	13064000	11282000	14294000	11832000	17	PDPK1;PDPK2P	0		1.0	1.0019062142584827	1.0430041936713688	0.7954250857796417	0.8359130766298132	0.9961113229126954	0.8602363705680518	1.0898970644300419	0.9021730842546702	23.644714471814435	7.8523525221249395	10.0	1.0191281005174422	0.9247457038196589	-0.14020677982147564	0.9405671720191893	0.9334302541689163	34.596057971695714	2340.995840960803	0.07940698152889192	0.05022118525819352	0.9466934514208629	0.08772156578741863	0.7019933236699035	0.7163906886592333	0.14485006756085395	0.10233555485395923	-0.0	not
PDS5A	Q29RF7	1	35.067	2800000	2287900	1529143	1529143	3075400	3152100	3355700	3122900	3591700	12	PDS5A	0		1.0	0.8171071428571428	0.5461225	0.5461225	1.0983571428571428	1.12575	1.1984642857142858	1.1153214285714286	1.28275	21.416995396494414	7.156358762769535	5.171208356570258	0.6735773834778782	1.1761089028558236	0.8041059583005238	1.0044290611827724	0.8149722612990118	0.9098693269125105	29.154830354195564	0.10960757312180254	0.09493448409590032	0.9822356868131868	0.2574826342227987	5.232103515933721	0.0470929905115484	1.3270437299984437	1.6686723426124312	0.4960112852721077	
PDXDC1;PDXDC2P	Q6P996;Q6P474	1	9.2628	1529143	1529143	1529143	1529143	1529143	2431400	1529143	1529143	5128100	4	PDXDC1;PDXDC2P	0		1.0	1.0	1.0	1.0	1.0	1.5900409575821228	1.0	1.0	3.353577788342882	20.544291898026863	4.967398035323074	2.4430557024179063	1.0795905839521154	3.5036261963381885	1.6206297302479515	1.3574672032185484	0.748681589509216	9.306068029911797	35.55690642896554	0.10759803747354371	16.3092556176289	1.3849094281517869	0.7055794953521931	31.176642396891523	0.0008027010521011316	3.09544616779261	8.339619212724037	1.7529488239581261	up
PDXK	O00764	1	323.31	160000000	163810000	203480000	205790000	153910000	173800000	258720000	261120000	121390000	21	PDXK	0		1.0	1.0238125	1.27175	1.2861875	0.9619375	1.08625	1.617	1.632	0.7586875	27.253496664211536	4.789412802269621	4.975405127614844	1.2589997495237821	0.735750476176458	-0.7294758208703852	1.223607264087142	0.5695569317069997	99188.12744912825	632386.6350104676	0.13034066161395794	35948.04567112922	1.2081658653846152	0.25716877692317347	0.8977040262187057	0.6046034733633587	0.21852936218928443	0.49117529285439193	0.07061464285756433	
PEBP1	P30086	1	163.82	1529143	1529143	1529143	1529143	8236900	6272400	1529143	1529143	7598900	13	PEBP1	0		1.0	1.0	1.0	1.0	5.386611978081841	4.101905446384021	1.0	1.0	4.9693848122772035	20.544291898026863	7.392302953246409	10.0	0.9789709201643895	3.1438272396331755	1.6831840293744216	2.5319437026272897	0.0	90.22291044982332	6908.869998748149	1.110027919941633	0.9612977542801379	2.398399966014146	1.6804171209055934	1.4234992110784215	0.3871474883844907	0.41212355387247507	1.0017626311170775	0.257891131535432	
PEF1	Q9UBV8	1	13.055	1529143	1529143	2369200	1609300	2196300	1529143	1529143	2012500	2062800	5	PEF1	0		1.0	1.0	1.5493645787215453	1.0524195578830757	1.436294708866339	1.0	1.0	1.3160966632944073	1.3489909053633309	20.544291898026863	8.415770936863114	10.0	0.9873836227862554	1.243695264086967	0.3039360099300815	1.23660524254933	0.7456830875739586	132.59828585398412	12379.106874507112	0.24594471984809824	0.10040705347148667	1.2153881291677757	0.18157332268945087	0.7291707033604835	0.6999131709207875	0.154955833884214	0.23507245433449434	0.0072066672773701945	
PFN1	P07737;CON__P02584	1	101.62	19258000	13355000	7227100	15942000	28656000	32950000	13686000	18927000	32751000	11	PFN1	0		1.0	0.6934780351022951	0.37527780662581783	0.8278118184650535	1.488004984941323	1.7109772562052135	0.7106656973725205	0.9828123377297746	1.700643888254232	24.198954547044792	7.447626486439763	5.030372331430152	0.6099199697503899	1.3010592539845438	1.0929884341595557	1.1152719266685227	0.024190980594487765	1.6175706553800133	106.83936354205184	0.26666369521918026	0.2259297629454899	1.0752081053228628	0.4278917219436176	1.7074146631184577	0.3098536296433283	0.5088434121338405	0.9741332228963004	0.2474622449270073	
PGAM1	P18669;P15259;Q8N0Y7	1	73.538	1529143	7248200	7405500	7126700	10275000	13515000	9402800	8869800	9912300	11	PGAM1	0		1.0	4.740040663299639	4.842908740385955	4.660584392695778	6.719450044894428	8.838283927664058	6.149065195341443	5.80050394240434	6.482258363017716	20.544291898026863	8.656986331453945	0.6537724963408497	1.11640912586501	6.675842491537524	0.6745309334491396	6.126209567167631	0.0	0.7210213486094191	0.8277818267717201	1.3077622057539133	0.8770389947071973	5.860419176975902	1.5228924209948076	7.592685785608716	0.021659329360949327	1.664354994587341	1.710581779201666	0.5098873085979851	
PGAM5	Q96HS1	1	39.653	1529143	6499200	16826000	1529143	1529143	6198300	7270300	6806500	6278900	9	PGAM5	0		1.0	4.250223818177894	11.003549046753639	1.0	1.0	4.053446930731789	4.754493203055568	4.451186056503545	4.106156193371058	20.544291898026863	7.713532881777082	10.0	6.542948494159413	3.3766109789261165	-0.9543649329867865	4.017276521805645	0.0	18.8472553261226	981.242431613586	2.6728875901131075	1.6904763044455262	4.20139684576464	2.578389216341348	0.18818737674228755	0.9948282951094521	0.0022518709341246127	0.14917966137312627	0.00030681486657595176	
PGD	P52209	1	84.515	4567000	1529143	1529143	5597000	9009400	5400600	1529143	1529143	5986000	22	PGD	0		1.0	0.33482439238011824	0.33482439238011824	1.2255309831399168	1.9727173199036567	1.1825268228596453	0.33482439238011824	0.33482439238011824	1.3107072476461572	22.12281535904044	7.775134808858985	10.0	0.4450330484419482	1.0243108755274215	1.2026691925766897	0.9160230046413026	0.0	10.665925064746327	458.17904611545487	0.48286017784924956	0.30538644882727356	0.8813502172777956	0.5307757723062868	0.44577740756008444	0.8783894541656355	0.05631288694813277	0.3368286728250257	0.02647540973488089	
PGK1	P00558;P07205	1	323.31	41962000	28248000	15957000	43395000	72945000	69163000	27081000	41308000	85577000	34	PGK1	0		1.0	0.6731804966398169	0.3802726276154616	1.034149945188504	1.7383585148467662	1.6482293503646157	0.6453696201325009	0.9844144702349745	2.039392783947381	25.32258010574251	7.535351250612355	6.12128317244606	0.6146239211553329	1.3942228131258776	1.1816836663156218	1.2017539654988831	0.0	1.0793078240208218	507.28457631715514	0.3812826917718472	0.2530048243183329	1.1576009246461085	0.5039215230017423	1.4524694148449293	0.37820240258315796	0.4222757165663531	0.8916205334582682	0.21622379816302176	
PGLS	O95336	1	43.915	1529143	1529143	1529143	1529143	1529143	3421600	1529143	1529143	4000200	8	PGLS	0		1.0	1.0	1.0	1.0	1.0	2.2375932139767176	1.0	1.0	2.615975091930578	20.544291898026863	4.942288896799974	2.895799687865851	1.178492271362982	2.676608942292363	1.1362611116693315	1.3389005725267098	0.0	88.19733214182308	398.46328891928135	0.21514251154783948	83.8178109454008	1.3603343255264297	0.5533442204603403	3.144834198116461	0.12235134563183821	0.9123912498735459	1.5533600345238234	0.45713229567034386	
PGM2	Q96G03	1	48.009	1529143	1529143	1529143	3147000	1529143	1716000	1529143	1919700	1529143	15	PGM2	0		1.0	1.0	1.0	2.058015502801242	1.0	1.122197204577989	1.0	1.2554090755410057	1.0	20.544291898026863	7.127307626604777	10.0	1.316430694267892	1.0865445914154597	-0.2768841868086431	1.166750192846893	0.21969261202380863	204.08553152986113	16028.9030843872	0.2455991297991094	0.2126980429302495	1.1754720932423737	0.2934624973646846	0.16929333997827428	0.9975531759279246	0.0010639443664994309	0.08605126335618475	-0.0	
PHB	P35232	1	323.31	1231800000	1154900000	1284800000	1095800000	1043600000	1025100000	1253400000	1311200000	965520000	38	PHB	0		1.0	0.9375710342588083	1.0430264653352816	0.8895924663094659	0.8472154570547167	0.8321967851924014	1.017535314174379	1.064458515992856	0.7838285435947394	30.19812088726657	4.794916111887289	4.704139867885461	0.9490554153737144	0.7754813797831531	-0.27537721335840737	0.9370457069656828	0.938886981961069	46869.60215824105	282628.5616855667	0.043697131732208905	5930.092031609549	0.9320715775537989	0.08769843187190633	1.0079209921064092	0.549272119071488	0.260212445108827	0.2550861186485419	0.010145205598754701	not
